"submission_id","post_id","participant_id","severity","confidence","in_group","honey","copied","time_taken","created_at"
"68df1e89ef206ae541b2ebd9","gfsnf6","66e9bdb86f599f239c1ea24e","2","high","false","false","false","26","2025-10-03 01:48:00.951278+00"
"68df1e89ef206ae541b2ebd9","4056zn","66e9bdb86f599f239c1ea24e","2","high","false","false","false","23","2025-10-03 01:48:00.96367+00"
"68df1e89ef206ae541b2ebd9","otgy85","66e9bdb86f599f239c1ea24e","2","high","false","false","false","21","2025-10-03 01:48:00.970322+00"
"68df1e89ef206ae541b2ebd9","5ksiq3","66e9bdb86f599f239c1ea24e","0","high","false","false","false","5","2025-10-03 01:48:00.97761+00"
"68df20776ad700aa3a911537","anozhg","670da3fd0b8a2f7a542a2b24","2","low","false","false","false","107","2025-10-03 01:49:11.882543+00"
"68df20776ad700aa3a911537","j4h3h6","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","25","2025-10-03 01:49:11.890207+00"
"68df20776ad700aa3a911537","kvg32h","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","29","2025-10-03 01:49:11.897167+00"
"68e00c62d9db74935ebd315e","7gongq","5a2f1f0f2937000001eae2b1","2","high","true","false","false","29","2025-10-03 18:38:05.622813+00"
"68e00c62d9db74935ebd315e","7am5s6","5a2f1f0f2937000001eae2b1","0","high","true","false","false","7","2025-10-03 18:38:05.626277+00"
"68e00c62d9db74935ebd315e","c8y3t1","5a2f1f0f2937000001eae2b1","4","low","true","false","false","86","2025-10-03 18:38:05.630529+00"
"68e00c62d9db74935ebd315e","dyfhs4","5a2f1f0f2937000001eae2b1","3","high","true","true","false","48","2025-10-03 18:38:05.655624+00"
"68e00b3b0096fe8e5bdaf8e0","1bm5zmj","668d3b9862f5a356423ded45","4","low","true","false","false","33","2025-10-03 18:39:50.609115+00"
"68e00b3b0096fe8e5bdaf8e0","1bynqq1","668d3b9862f5a356423ded45","2","low","true","false","false","77","2025-10-03 18:39:50.622635+00"
"68e033e2f007d15cd84146f8","dyfhs4","65298aca34ac384b783169d4","3","high","true","true","false","18","2025-10-03 22:23:15.470535+00"
"68e033e2f007d15cd84146f8","rkf6ot","65298aca34ac384b783169d4","0","high","true","false","false","14","2025-10-03 22:23:15.482532+00"
